WebQTrn-1564	what did chadwick identify ?	@wd . entity ( ) filter contains ( discoverer_or_inventor , " Q80884 " ^^wd:p_discoverer_or_inventor ) ;
WebQTrn-1568	where was the battle of verdun held ?	[ location ] of @wd . entity ( ) filter id == " Q130847 " ^^wd:entity ;
WebQTrn-1584	where does dr . sanjay gupta practice ?	[ employer ] of @wd . human ( ) filter id == " Q510034 " ^^wd:human ;
WebQTrn-1585	what did newton discover or invent ?	@wd . entity ( ) filter contains ( discoverer_or_inventor , " Q935 " ^^wd:p_discoverer_or_inventor ) ;
WebQTrn-1597	what characters does seth macfarlane voice ?	[ character_role of ( voice_actor filter value == " Q188492 " ^^wd:p_voice_actor ) ] of @wd . entity ( ) ;
WebQTrn-1606	when last did real madrid win the champions league ?	[ point_in_time ] of sort ( point_in_time desc of @wd . entity ( ) filter instance_of == " Q80716240 " ^^wd:entity_subdomain && contains ( winner , " Q8682 " ^^wd:p_winner ) ) [ 1 ] ;
WebQTrn-1612	what country was vasco nunez de balboa born in ?	[ country ] of @wd . entity ( ) filter in_array ( id , any ( [ place_of_birth ] of @wd . human ( ) filter id == " Q19080 " ^^wd:human ) ) ;
WebQTrn-1615	who was the emperor before nero ?	[ replaces of ( position_held filter value == " Q842606 " ^^wd:p_position_held ) ] of @wd . human ( ) filter id == " Q1413 " ^^wd:human ;
WebQTrn-1617	what is gibby ' s mom ' s name ?	[ mother ] of @wd . human ( ) filter id == " Q5559079 " ^^wd:human ;
WebQTrn-1626	who did paul jr marry ?	[ spouse ] of @wd . human ( ) filter id == " Q1977242 " ^^wd:human ;
WebQTrn-1628	what region is czech republic in ?	[ part_of : Entity ( wd:geographic_region ) ] of @wd . country ( ) filter id == " Q213 " ^^wd:country ;
WebQTrn-1629	who the voice of jack skellington ?	[ voice_actor filter character_role == " Q2708262 " ^^wd:p_character_role ] of @wd . entity ( ) ;
WebQTrn-1631	who are the famous athletes in kenya ?	@wd . human ( ) filter contains ( country_of_citizenship , " Q114 " ^^wd:p_country_of_citizenship ) && contains ( occupation , any ( [ id ] of @wd . entity ( ) filter contains ( < subclass_of + > , " Q2066131 " ^^wd:p_subclass_of ) ) ) ;
WebQTrn-1633	what continent is greenland located ?	[ continent ] of @wd . landform ( ) filter id == " Q4148644 " ^^wd:landform ;
WebQTrn-1647	when did barry zito won the cy young ?	[ point_in_time of ( award_received filter value == " Q634857 " ^^wd:p_award_received ) ] of @wd . human ( ) filter id == " Q809118 " ^^wd:human ;
WebQTrn-1650	what airlines hub in phoenix ?	@wd . entity ( ) filter contains ( airline_hub , any ( [ id ] of @wd . entity ( ) filter contains ( located_in_the_administrative_territorial_entity , " Q16556 " ^^wd:p_located_in_the_administrative_territorial_entity ) ) ) ;
WebQTrn-1652	who did etta james marry ?	[ spouse ] of @wd . human ( ) filter id == " Q182725 " ^^wd:human ;
WebQTrn-1663	what countries use english as national language ?	@wd . country ( ) filter contains ( official_language , " Q1860 " ^^wd:p_official_language ) ;
WebQTrn-1668	what to do in roatan bay ?	@wd . tourist_attraction ( ) filter contains ( located_in_the_administrative_territorial_entity , " Q1419813 " ^^wd:p_located_in_the_administrative_territorial_entity ) ;
WebQTrn-1670	what is the rainforest in peru called ?	@wd . entity ( ) filter contains ( country , " Q419 " ^^wd:p_country ) && instance_of == " Q9444 " ^^wd:entity_subdomain ;
WebQTrn-1672	what is the state symbols of colorado ?	[ official_symbol ] of @wd . entity ( ) filter id == " Q1261 " ^^wd:entity ;
WebQTrn-1673	where did buzz williams go to college ?	[ educated_at : Entity ( wd:higher_education_institution ) ] of @wd . human ( ) filter id == " Q5003559 " ^^wd:human ;
WebQTrn-1682	when did aldi originate ?	[ headquarters_location ] of @wd . organization ( ) filter id == " Q125054 " ^^wd:organization ;
WebQTrn-1683	who created microsoft windows ?	[ developer ] of @wd . product ( ) filter id == " Q1406 " ^^wd:product ;
WebQTrn-1686	when was barack obama elected president ?	[ start_time of ( position_held filter value == " Q1467287 " ^^wd:p_position_held ) ] of @wd . human ( ) filter id == " Q76 " ^^wd:human ;
WebQTrn-1689	what year did lamar odom play for the clippers ?	[ start_time of ( member_of_sports_team filter value == " Q976396 " ^^wd:p_member_of_sports_team ) ] of @wd . human ( ) filter id == " Q296403 " ^^wd:human ;
WebQTrn-1694	where does the shannon river flow ?	[ located_in_the_administrative_territorial_entity ] of @wd . river ( ) filter id == " Q7488940 " ^^wd:river ;
WebQTrn-1698	where is the battle of verdun located ?	[ location ] of @wd . entity ( ) filter id == " Q130847 " ^^wd:entity ;
WebQTrn-1701	what all did michael jackson own ?	[ owner_of ] of @wd . human ( ) filter id == " Q2831 " ^^wd:human ;
WebQTrn-1706	who controls panama ?	[ head_of_government ] of @wd . country ( ) filter id == " Q804 " ^^wd:country ;
WebQTrn-1719	who was niccolo machiavelli influenced by ?	[ influenced_by ] of @wd . human ( ) filter id == " Q1399 " ^^wd:human ;
WebQTrn-1725	where did isaac newton go to high school ?	[ educated_at : Entity ( wd:high_school ) ] of @wd . human ( ) filter id == " Q935 " ^^wd:human ;
